Date,Sector,Price,Volume,%Change,Volatility,
43840,Information Technology,1656.82,93.349,-1.3263137,0.013619197,
43839,Information Technology,1659.95,101.23,0.1889161,0.010714292,
43838,Information Technology,1641.38,107.63,-1.1187084,0.009246302,
43837,Information Technology,1624.59,101.983,-1.0229197,0.000677328,
43836,Information Technology,1626.38,106.092,0.1101816,0.008012237,
43833,Information Technology,1621.68,93.538,-0.2889854,0.002822537,
43832,Information Technology,1639.12,104.837,1.075428,0.009647859,
43830,Information Technology,1611.17,80.257,-1.7051833,0.01966189,
43829,Information Technology,1605.15,71.477,-0.3736415,0.009415422,
43826,Information Technology,1614.7,69.805,0.59496,0.006849047,
43825,Information Technology,1614.34,64.886,-0.0222952,0.004364653,
43823,Information Technology,1602.48,35.658,-0.7346656,0.005037219,
43822,Information Technology,1601.86,92.156,-0.03869,0.00492129,
43819,Information Technology,1597.04,331.997,-0.3009002,0.001854106,
43818,Information Technology,1588.02,117.818,-0.5647949,0.001866017,
43817,Information Technology,1576.83,116.521,-0.7046511,0.000988933,
43816,Information Technology,1577.8,108.501,0.0615158,0.005417618,
43815,Information Technology,1580.49,125.833,0.1704906,0.000770568,
43812,Information Technology,1566.91,113.352,-0.8592272,0.007281204,
43811,Information Technology,1556.93,131.912,-0.6369224,0.001571933,
43810,Information Technology,1540.24,92.275,-1.0719814,0.003076332,
43809,Information Technology,1529.43,91.148,-0.7018387,0.002617304,
43808,Information Technology,1529.39,92.641,-0.00261535,0.004944256,
43805,Information Technology,1536.81,91.146,0.4851608,0.003449098,
43804,Information Technology,1519.77,83.803,-1.1087903,0.011270936,
43803,Information Technology,1513.86,95.679,-0.3888746,0.005090572,
43802,Information Technology,1508.54,111.378,-0.3514196,0.000264847,
43801,Information Technology,1521.44,98.639,0.8551315,0.008531604,
43798,Information Technology,1542.98,54.865,1.415764,0.003964271,
43796,Information Technology,1548.18,79.369,0.3370102,0.007627941,
43795,Information Technology,1539.37,180.878,-0.5690553,0.00640685,
43794,Information Technology,1538.32,97.64,-0.0682097,0.003541513,
43791,Information Technology,1516.67,81.319,-1.4073795,0.00946936,
43790,Information Technology,1518.52,98.558,0.1219778,0.010814189,
43789,Information Technology,1525.92,115.386,0.4873166,0.002583336,
43788,Information Technology,1537.04,105.732,0.7287407,0.001707126,
43787,Information Technology,1533.31,97.145,-0.2426742,0.006868941,
43784,Information Technology,1529.44,128.923,-0.2523951,6.87E-05,
43783,Information Technology,1516.68,95.634,-0.8342923,0.004114634,
43782,Information Technology,1518.68,92.353,0.131867,0.006831778,
43781,Information Technology,1514.87,91.511,-0.2508758,0.0027064,
43780,Information Technology,1510.51,73.904,-0.2878135,0.000261189,
43777,Information Technology,1509.6,85.357,-0.0602446,0.001609155,
43776,Information Technology,1500.81,102.713,-0.5822734,0.003691302,
43775,Information Technology,1490.83,106.266,-0.6649742,0.000584783,
43774,Information Technology,1491.04,106.501,0.0140861,0.004801682,
43773,Information Technology,1493.2,102.3,0.1448653,0.000924749,
43770,Information Technology,1485.07,112.454,-0.5444683,0.004874325,
43769,Information Technology,1467.2,113.737,-1.2033103,0.004658717,
43768,Information Technology,1468.97,87.966,0.1206379,0.009361728,
43767,Information Technology,1460.08,95.767,-0.6051859,0.00513235,
43766,Information Technology,1473.63,95.808,0.9280313,0.010841483,
43763,Information Technology,1455.22,100.865,-1.249296,0.015396029,
43762,Information Technology,1438,99.24,-1.1833262,0.000466476,
43761,Information Technology,1417.01,91.824,-1.4596662,0.001954019,
43760,Information Technology,1415.29,84.428,-0.1213823,0.009463096,
43759,Information Technology,1434.96,88.608,1.3898212,0.010685823,
43756,Information Technology,1419.82,116.4,-1.0550817,0.017288074,
43755,Information Technology,1432.88,74.899,0.9198349,0.013964769,
43754,Information Technology,1436.24,87.281,0.2344928,0.004846101,
43753,Information Technology,1446.46,85.13,0.7115802,0.003373518,
43752,Information Technology,1430.66,80.389,-1.0923219,0.012755515,
43749,Information Technology,1432.11,124.364,0.1013518,0.008440548,
43748,Information Technology,1411.07,89.008,-1.4691609,0.011105202,
43747,Information Technology,1402.13,80.486,-0.6335618,0.005908578,
43746,Information Technology,1382.07,105.67,-1.4306805,0.00563648,
43745,Information Technology,1407.63,90.1,1.8493998,0.02319367,
43742,Information Technology,1414.4,98.7,0.4809502,0.0096764,
43741,Information Technology,1390.61,101.986,-1.6819853,0.015294264,
43740,Information Technology,1373.62,120.24,-1.221766,0.003254242,
43739,Information Technology,1401.34,102.509,2.0180254,0.022908784,
43738,Information Technology,1413.36,110.837,0.8577504,0.008204383,
43735,Information Technology,1398.82,111.197,-1.0287542,0.013339602,
43734,Information Technology,1416.98,92.514,1.2982371,0.016454313,
43733,Information Technology,1416.42,106.7,-0.0395207,0.009459376,
43732,Information Technology,1399.08,140.787,-1.2242132,0.008377041,
43731,Information Technology,1413.57,100.621,1.0356806,0.015979862,
43728,Information Technology,1410.34,329.763,-0.2284995,0.008939103,
43727,Information Technology,1426.3,103.466,1.131642,0.009617653,
43726,Information Technology,1423.27,104.971,-0.2124378,0.009504079,
43725,Information Technology,1422.34,91.663,-0.0653425,0.001040121,
43724,Information Technology,1417.4,86.329,-0.347315,0.001993847,
43721,Information Technology,1421.26,97.622,0.2723296,0.004381549,
43720,Information Technology,1430.86,127.508,0.675457,0.002850541,
43719,Information Technology,1423.77,112.628,-0.4955062,0.00827996,
43718,Information Technology,1409.53,110.506,-1.0001615,0.003568452,
43717,Information Technology,1416.49,110.74,0.4937816,0.010563773,
43714,Information Technology,1426.76,96.468,0.7250316,0.001635184,
43713,Information Technology,1428.93,121.91,0.1520929,0.004051289,
43712,Information Technology,1399.16,96.65,-2.0833771,0.015807159,
43711,Information Technology,1375.65,94.728,-1.6802939,0.002850229,
43707,Information Technology,1393.25,100.818,1.2793952,0.020928162,
43706,Information Technology,1393.07,84.334,-0.0129194,0.009138044,
43705,Information Technology,1369.42,84.821,-1.6976893,0.011913122,
43704,Information Technology,1368.12,108.584,-0.0949307,0.011333215,
43703,Information Technology,1369.95,96.76,0.1337602,0.001617089,
43700,Information Technology,1351.11,159.825,-1.3752327,0.010670191,
43699,Information Technology,1397.29,93.957,3.4179304,0.033892781,
43698,Information Technology,1400.95,78.585,0.2619356,0.022316254,
43697,Information Technology,1384.62,87.621,-1.1656376,0.010094467,
43696,Information Technology,1391.95,106.598,0.5293871,0.011985635,
43693,Information Technology,1370.62,125.083,-1.5323826,0.014578914,
43692,Information Technology,1345.34,122.674,-1.8444208,0.002206443,
43691,Information Technology,1347.85,151.885,0.1865699,0.014361273,
43690,Information Technology,1391.09,146.526,3.2080721,0.021365247,
43689,Information Technology,1357.55,107.196,-2.411059,0.039733257,
43686,Information Technology,1374.82,126.299,1.2721447,0.026044183,
43685,Information Technology,1392.17,151.338,1.2619834,7.19E-05,
43684,Information Technology,1359.7,133.385,-2.3323301,0.025415634,
43683,Information Technology,1351.07,124.878,-0.6346988,0.012004066,
43682,Information Technology,1329.68,180.312,-1.5831896,0.006706843,
43679,Information Technology,1386.07,143.057,4.24087,0.04118232,
43678,Information Technology,1409.78,160.209,1.7105918,0.017891768,
43677,Information Technology,1417.35,198.057,0.5369632,0.008298807,
43676,Information Technology,1438.49,98.326,1.4915159,0.006749706,
43675,Information Technology,1448.58,104.524,0.70143,0.005586751,
43672,Information Technology,1449.31,100.215,0.0503942,0.004603518,
43671,Information Technology,1441.26,105.545,-0.5554367,0.004283871,
43670,Information Technology,1452.75,106.318,0.7972191,0.009564721,
43669,Information Technology,1440.39,85.062,-0.8508002,0.011653256,
43668,Information Technology,1432.44,96.819,-0.5519339,0.002113304,
43665,Information Technology,1415.14,114.943,-1.2077295,0.004637175,
43664,Information Technology,1423.02,92.407,0.5568354,0.012477358,
43663,Information Technology,1411.65,84.754,-0.7990049,0.009587239,
43662,Information Technology,1415.8,90.203,0.2939822,0.007728586,
43661,Information Technology,1428.79,96.223,0.9175025,0.004408954,
43658,Information Technology,1424.52,93.056,-0.2988543,0.008600941,
43657,Information Technology,1413.28,100.842,-0.7890377,0.00346612,
43656,Information Technology,1408.51,109.736,-0.3375127,0.003192764,
43655,Information Technology,1397.3,98.956,-0.7958765,0.003241121,
43654,Information Technology,1392.92,104.662,-0.3134617,0.003411188,
43651,Information Technology,1403.17,85.526,0.7358642,0.007419855,
43649,Information Technology,1405.88,75.537,0.1931341,0.003837681,
43648,Information Technology,1396.41,93.134,-0.6735995,0.006128732,
43647,Information Technology,1392.41,132.04,-0.2864488,0.002737568,
43644,Information Technology,1372.56,236.042,-1.4255859,0.008054915,
43643,Information Technology,1370.6,102.2,-0.1427989,0.009070674,
43642,Information Technology,1366.8,138.294,-0.2772508,0.000950719,
43641,Information Technology,1352.02,118.152,-1.0813579,0.005685896,
43640,Information Technology,1377.33,101.825,1.8720137,0.020883491,
43637,Information Technology,1375.26,291.784,-0.1502908,0.014299852,
43636,Information Technology,1381.59,124.196,0.4602766,0.004317363,
43635,Information Technology,1362.09,116.125,-1.4114173,0.013234874,
43634,Information Technology,1356.19,124.86,-0.4331579,0.006917339,
43633,Information Technology,1333.28,95.567,-1.6892913,0.008882205,
43630,Information Technology,1331.07,98.676,-0.1657566,0.010773017,
43629,Information Technology,1342.19,90.219,0.8354181,0.007079375,
43628,Information Technology,1339.26,91.475,-0.2182999,0.007450912,
43627,Information Technology,1347.03,107.78,0.5801711,0.005646043,
43626,Information Technology,1346.78,119.276,-0.0185593,0.004233664,
43623,Information Technology,1333.69,115.245,-0.9719479,0.006741475,
43622,Information Technology,1308.5,122.269,-1.8887448,0.006482733,
43621,Information Technology,1294.44,122.727,-1.0745128,0.005757489,
43620,Information Technology,1276.85,142.112,-1.3588888,0.002010842,
43619,Information Technology,1236.49,164.427,-3.1609038,0.01274217,
43616,Information Technology,1258.6,120.46,1.7881261,0.034994926,
43615,Information Technology,1279.09,86.521,1.6279994,0.001132267,
43614,Information Technology,1271.44,127.973,-0.5980814,0.015740768,
43613,Information Technology,1279.08,201.422,0.6008935,0.008478033,
43609,Information Technology,1283.32,97.77,0.3314883,0.001904983,
43608,Information Technology,1282.69,142.417,-0.0490914,0.002691105,
43607,Information Technology,1305.25,105.616,1.7588038,0.012783749,
43606,Information Technology,1312.69,112.59,0.5700057,0.008406071,
43605,Information Technology,1297.15,141.582,-1.1838286,0.012401482,
43602,Information Technology,1320.19,143.027,1.7762017,0.020930575,
43601,Information Technology,1331.12,134.432,0.8279111,0.006705427,
43600,Information Technology,1318.1,109.249,-0.9781237,0.012770595,
43599,Information Technology,1305.26,122.876,-0.9741294,2.82E-05,
43598,Information Technology,1284.72,168.626,-1.5736328,0.004239129,
43595,Information Technology,1334.23,133.441,3.853758,0.038377449,
43594,Information Technology,1331.85,134.766,-0.17838,0.028511522,
43593,Information Technology,1340.96,120.367,0.684011,0.006098025,
43592,Information Technology,1343.21,150.438,0.1677902,0.003650232,
43591,Information Technology,1372.25,112.385,2.1619851,0.014101087,
43588,Information Technology,1383.55,105.083,0.8234651,0.009464766,
43587,Information Technology,1370.58,118.717,-0.9374435,0.012451504,
43586,Information Technology,1378.01,129.143,0.5421063,0.010461997,
43585,Information Technology,1381.76,129.661,0.2721316,0.001909009,
43584,Information Technology,1378.82,92.794,-0.2127721,0.003428787,
43581,Information Technology,1378.9,122.14,0.00580206,0.001545553,
43580,Information Technology,1383.78,117.642,0.3539053,0.002461462,
43579,Information Technology,1383.8,105.481,0.00144532,0.002492268,
43578,Information Technology,1383.92,105.222,0.00867177,5.11E-05,
43577,Information Technology,1368.48,79.188,-1.1156714,0.007950307,
43573,Information Technology,1365.38,118.545,-0.2265287,0.006287188,
43572,Information Technology,1361.53,130.668,-0.2819728,0.000392049,
43571,Information Technology,1353.67,114.425,-0.5772917,0.00208822,
43570,Information Technology,1347.12,77.748,-0.4838698,0.000660593,
43567,Information Technology,1347.62,84.664,0.0371162,0.003683927,
43566,Information Technology,1338.34,77.548,-0.6886214,0.00513174,
43565,Information Technology,1340,83.042,0.1240343,0.005746343,
43564,Information Technology,1330.64,96.358,-0.6985075,0.005816248,
43563,Information Technology,1337.63,91.406,0.5253111,0.008653704,
43560,Information Technology,1332.22,88.158,-0.4044467,0.00657438,
43559,Information Technology,1326.56,98.685,-0.4248548,0.000144307,
43558,Information Technology,1332.39,151.464,0.4394826,0.006111788,
43557,Information Technology,1321.39,88.238,-0.8255841,0.008945372,
43556,Information Technology,1317.4,104.562,-0.3019548,0.003702619,
43553,Information Technology,1299.16,127.419,-1.3845453,0.007655071,
43552,Information Technology,1286.59,95.232,-0.9675483,0.002948614,
43551,Information Technology,1281.78,117.723,-0.3738565,0.004198035,
43550,Information Technology,1288.82,121.596,0.5492362,0.006527251,
43549,Information Technology,1281.66,110.878,-0.5555469,0.007811997,
43546,Information Technology,1286.77,143.861,0.3987017,0.006747557,
43545,Information Technology,1317.68,157.016,2.4021387,0.014166439,
43544,Information Technology,1285.9,135.725,-2.4118147,0.034039791,
43543,Information Technology,1289.45,150.636,0.2760712,0.019006224,
43542,Information Technology,1286.87,119.589,-0.2000853,0.003366935,
43539,Information Technology,1281.64,313.124,-0.4064125,0.001458953,
43538,Information Technology,1266.23,125.829,-1.2023657,0.005628239,
43537,Information Technology,1263.67,128.976,-0.202175,0.007072417,
43536,Information Technology,1255.07,110.328,-0.6805574,0.003382675,
43535,Information Technology,1248.58,111.05,-0.5171026,0.0011558,
43532,Information Technology,1222.09,104.931,-2.1216101,0.011345581,
43531,Information Technology,1222.4,116.723,0.0253664,0.015181417,
43530,Information Technology,1233.76,101.747,0.9293194,0.006391913,
43529,Information Technology,1240.55,105.114,0.5503501,0.002679717,
43528,Information Technology,1244.15,120.271,0.2901939,0.001839583,
43525,Information Technology,1249.02,112.325,0.3914319,0.000715861,
43524,Information Technology,1240.23,152.251,-0.7037517,0.007744118,
43523,Information Technology,1244.17,98.753,0.317683,0.007222634,
43522,Information Technology,1245.45,97,0.1028798,0.001518888,
43521,Information Technology,1242.99,112.706,-0.197519,0.00212414,
43518,Information Technology,1236.87,108.841,-0.4923612,0.002084849,
43517,Information Technology,1221.16,97.427,-1.2701416,0.005499738,
43516,Information Technology,1220.55,106.99,-0.0499525,0.00862804,
43515,Information Technology,1220.06,98.579,-0.0401458,6.93E-05,
43511,Information Technology,1219.86,143.15,-0.0163926,0.00016796,
43510,Information Technology,1210.29,111.499,-0.7845163,0.005431454,
43509,Information Technology,1208.81,107.23,-0.1222847,0.004682684,
43508,Information Technology,1207.13,117.327,-0.1389797,0.000118051,
43507,Information Technology,1190.91,102.45,-1.343683,0.008518539,
43504,Information Technology,1190.85,110.962,-0.00503816,0.009465648,
43503,Information Technology,1185.04,134.161,-0.4878868,0.003414255,
43502,Information Technology,1202.35,123.131,1.4607102,0.013778661,
43501,Information Technology,1199.45,129.148,-0.2411943,0.012034282,
43500,Information Technology,1188.93,119.638,-0.8770687,0.00449631,
43497,Information Technology,1170.2,147.011,-1.5753661,0.004937708,
43496,Information Technology,1163.17,198.492,-0.600752,0.006891562,
43495,Information Technology,1164.51,163.268,0.1152024,0.005062562,
43494,Information Technology,1130.3,127.51,-2.9377163,0.021587395,
43493,Information Technology,1141.83,156.108,1.0200832,0.027985868,
43490,Information Technology,1158.04,178.075,1.4196509,0.002825371,
43489,Information Technology,1141.51,160.698,-1.4274118,0.020131774,
43488,Information Technology,1131,124.246,-0.9207103,0.003582921,
43487,Information Technology,1126.34,152.257,-0.4120248,0.00359695,
43483,Information Technology,1146.57,166.273,1.7960829,0.015613679,
43482,Information Technology,1129.7,110.627,-1.471345,0.023104204,
43481,Information Technology,1122.2,116.779,-0.6638931,0.005709547,
43480,Information Technology,1121.68,106.598,-0.0463376,0.004366777,
43479,Information Technology,1105.31,118.74,-1.459418,0.009991988,
43476,Information Technology,1115.53,109.831,0.9246275,0.016857747,
43475,Information Technology,1117.07,126.717,0.138051,0.005561936,
43474,Information Technology,1111.92,148.392,-0.4610275,0.004236125,
43473,Information Technology,1098.35,137.25,-1.2204115,0.005369656,
43472,Information Technology,1088.59,146.285,-0.8886056,0.002346222,
43469,Information Technology,1079.29,176.377,-0.8543161,0.000242463,
43468,Information Technology,1033.85,179.966,-4.2101752,0.023729507,
43467,Information Technology,1089.04,128.603,5.3382986,0.067517906,
43465,Information Technology,1088.31,119.648,-0.0670315,0.038221456,
43462,Information Technology,1078.06,142.21,-0.9418272,0.00618574,
43461,Information Technology,1080.76,162.627,0.2504499,0.008430672,
43460,Information Technology,1072.49,183.979,-0.7652023,0.007181745,
43458,Information Technology,1011.31,112.163,-5.7044821,0.034925983,
43455,Information Technology,1039.67,497.759,2.8042836,0.060166059,
43454,Information Technology,1071.69,223.273,3.0798234,0.001948361,
43453,Information Technology,1092.27,211.501,1.9203314,0.008198846,
43452,Information Technology,1113.88,168.45,1.9784486,0.00041095,
43451,Information Technology,1104.35,178.974,-0.8555679,0.020039523,
43448,Information Technology,1129.35,146.676,2.2637751,0.022057086,
43447,Information Technology,1158.09,120.019,2.5448267,0.001987335,
43446,Information Technology,1155.84,137.576,-0.1942854,0.019368447,
43445,Information Technology,1146.76,135.369,-0.7855759,0.004181055,
43444,Information Technology,1145.75,151.596,-0.0880742,0.004932081,
43441,Information Technology,1129.59,170.29,-1.4104298,0.009350466,
43440,Information Technology,1170.88,187.503,3.6553086,0.03582018,
43438,Information Technology,1168.19,185.371,-0.2297417,0.027471454,
43437,Information Technology,1215.03,165.703,4.0096217,0.029976826,
43434,Information Technology,1189.88,217.565,-2.0699077,0.042988765,
43433,Information Technology,1177.37,117.695,-1.0513665,0.007202174,
43432,Information Technology,1188.71,168.16,0.9631637,0.01424488,
43431,Information Technology,1149.2,128.013,-3.3237711,0.030313207,
43430,Information Technology,1146.43,122.753,-0.2410372,0.02179822,
43427,Information Technology,1121.19,64.283,-2.2016172,0.013863394,
43425,Information Technology,1131.03,126.515,0.8776389,0.021773629,
43424,Information Technology,1124.02,190.89,-0.619789,0.010588415,
43423,Information Technology,1148.59,163.674,2.1859042,0.019839247,
43420,Information Technology,1193.78,206.189,3.9343891,0.012363656,
43419,Information Technology,1195.08,167.117,0.1088978,0.027050309,
43418,Information Technology,1166.44,152.429,-2.3964923,0.017715783,
43417,Information Technology,1181.67,134.277,1.3056822,0.026178327,
43416,Information Technology,1180.61,143.102,-0.0897036,0.009866868,
43413,Information Technology,1223.95,144.336,3.6709836,0.026592074,
43412,Information Technology,1244.57,118.867,1.6847093,0.01404508,
43411,Information Technology,1247.05,142.582,0.1992656,0.010503673,
43410,Information Technology,1212.2,123.834,-2.7945952,0.021169793,
43409,Information Technology,1204.82,128.745,-0.6088104,0.015455833,
43406,Information Technology,1206.99,189.788,0.1801099,0.005578509,
43405,Information Technology,1230.27,158.083,1.9287649,0.012364858,
43404,Information Technology,1215.67,183.809,-1.1867314,0.022029886,
43403,Information Technology,1187.29,186.599,-2.3345151,0.008116057,
43402,Information Technology,1173.73,172.076,-1.1420967,0.008431671,
43399,Information Technology,1195.35,197.149,1.8419909,0.021100686,
43398,Information Technology,1218.14,193.83,1.9065546,0.000456534,
43397,Information Technology,1178.97,189.9,-3.2155581,0.036218806,
43396,Information Technology,1233.61,156.548,4.6345539,0.055508675,
43395,Information Technology,1238.58,126.258,0.4028826,0.029922435,
43392,Information Technology,1228.63,160.193,-0.8033393,0.008529277,
43391,Information Technology,1228.49,131.083,-0.0113948,0.005599893,
43390,Information Technology,1253.79,115.872,2.0594388,0.014643005,
43389,Information Technology,1259.74,119.302,0.4745611,0.011206778,
43388,Information Technology,1222.77,116.92,-2.9347326,0.024107347,
43385,Information Technology,1243.12,175.418,1.6642541,0.032519747,
43384,Information Technology,1205.14,219.4,-3.0552159,0.033371693,
43383,Information Technology,1220.62,204.745,1.2844981,0.030686412,
43382,Information Technology,1281.78,117.625,5.0105684,0.026347296,
43381,Information Technology,1277.25,128.367,-0.3534148,0.037929089,
43378,Information Technology,1292.51,129.743,1.1947544,0.010947209,
43377,Information Technology,1309.08,127.519,1.2820017,0.000616932,
43376,Information Technology,1332.87,126.218,1.8173068,0.003785179,
43375,Information Technology,1328.41,123.604,-0.3346163,0.015216394,
43374,Information Technology,1328.55,102.847,0.0105389,0.002440616,
43371,Information Technology,1322.07,139.855,-0.4877498,0.003523433,
43370,Information Technology,1316.38,109.42,-0.4303857,0.000405626,
43369,Information Technology,1309.37,113.407,-0.532521,0.000722206,
43368,Information Technology,1314.71,123.751,0.4078297,0.006649284,
43367,Information Technology,1315.29,129.071,0.0441162,0.002571843,
43364,Information Technology,1311.17,494.943,-0.3132389,0.002526882,
43363,Information Technology,1315.67,151.232,0.3432049,0.004641759,
43362,Information Technology,1300.39,124.16,-1.1613855,0.010639061,
43361,Information Technology,1301.71,139.89,0.101508,0.008930005,
43360,Information Technology,1293.67,142.432,-0.6176491,0.005085209,
43357,Information Technology,1311.93,143.369,1.4114882,0.014348168,
43356,Information Technology,1311.64,175.775,-0.0221048,0.010137034,
43355,Information Technology,1296.77,167.246,-1.1336952,0.007860131,
43354,Information Technology,1303.24,141.117,0.498932,0.011544418,
43353,Information Technology,1292.41,139.291,-0.8310058,0.00940408,
43350,Information Technology,1288.34,159.792,-0.3149155,0.003649309,
43349,Information Technology,1292.79,160.164,0.3454057,0.004669176,
43348,Information Technology,1303.36,179.617,0.8176115,0.003338999,
43347,Information Technology,1323.19,147.294,1.5214522,0.004976905,
43343,Information Technology,1327.21,143.208,0.3038112,0.008610022,
43342,Information Technology,1325.59,124.345,-0.1220606,0.003011368,
43341,Information Technology,1329.47,127.593,0.2926999,0.002932799,
43340,Information Technology,1316.12,134.158,-1.0041596,0.009170181,
43339,Information Technology,1313.3,149.655,-0.2142662,0.00558539,
43336,Information Technology,1300.75,121.304,-0.955608,0.005242078,
43335,Information Technology,1286.61,118.441,-1.0870652,0.000929542,
43334,Information Technology,1284.25,98.066,-0.1834278,0.006389681,
43333,Information Technology,1278.14,116.733,-0.4757641,0.00206713,
43332,Information Technology,1277.2,112.437,-0.0735444,0.002844123,
43329,Information Technology,1279.16,146.132,0.1534607,0.001605168,
43328,Information Technology,1276.82,134.618,-0.1829325,0.002378659,
43327,Information Technology,1273.61,149.49,-0.2514058,0.000484179,
43326,Information Technology,1287.33,111.325,1.0772528,0.009395036,
43325,Information Technology,1279.42,110.615,-0.6144501,0.011962146,
43322,Information Technology,1281.29,112.511,0.14616,0.005378325,
43321,Information Technology,1291.77,97.73,0.8179257,0.004750101,
43320,Information Technology,1292.47,90.732,0.0541892,0.005400432,
43319,Information Technology,1288.83,112.079,-0.2816313,0.00237461,
43318,Information Technology,1284.6,120.568,-0.3282047,0.000329323,
43315,Information Technology,1277.05,123.403,-0.5877316,0.001835133,
43314,Information Technology,1272.67,137.828,-0.342978,0.00173067,
43313,Information Technology,1255.48,144.854,-1.3507036,0.007125697,
43312,Information Technology,1243.45,171.969,-0.9581993,0.002775425,
43311,Information Technology,1239.79,163.32,-0.2943424,0.004694177,
43308,Information Technology,1262.27,184.234,1.8132103,0.014902648,
43307,Information Technology,1287.9,201.465,2.0304689,0.00153625,
43306,Information Technology,1309.37,154.101,1.6670549,0.002569725,
43305,Information Technology,1290,119.848,-1.4793374,0.022248353,
43304,Information Technology,1283.6,105.707,-0.496124,0.006952368,
43301,Information Technology,1276.99,129.895,-0.5149579,0.000133176,
43300,Information Technology,1275.85,112.284,-0.0892724,0.003010051,
43299,Information Technology,1280.13,108.998,0.3354626,0.00300333,
43298,Information Technology,1281.56,99.667,0.1117074,0.001582188,
43297,Information Technology,1271.25,102.157,-0.8044883,0.006478482,
43294,Information Technology,1275.7,112.444,0.3500492,0.008163813,
43293,Information Technology,1276,134.943,0.0235165,0.002308935,
43292,Information Technology,1253.51,112.194,-1.7625392,0.012629321,
43291,Information Technology,1259.94,103.724,0.5129596,0.016090206,
43290,Information Technology,1256.99,124.268,-0.2341381,0.005282779,
43287,Information Technology,1246.81,110.507,-0.8098712,0.004071048,
43286,Information Technology,1231.58,122.895,-1.2215173,0.002910778,
43284,Information Technology,1213.8,88.008,-1.443674,0.001570885,
43283,Information Technology,1230.67,118.638,1.3898501,0.020036041,
43280,Information Technology,1218.64,149.297,-0.9775163,0.016739808,
43279,Information Technology,1218.54,131.722,-0.00820587,0.00685406,
43278,Information Technology,1205.57,142.805,-1.0643885,0.007468339,
43277,Information Technology,1223.34,134.388,1.4739916,0.017949058,
43276,Information Technology,1217.55,185.085,-0.4732944,0.013769391,
43273,Information Technology,1245.94,216.35,2.3317318,0.01983453,
43272,Information Technology,1250.71,145.337,0.3828435,0.013780721,
43271,Information Technology,1260.84,133.047,0.80994,0.003020028,
43270,Information Technology,1256.65,148.493,-0.3323181,0.008076984,
43269,Information Technology,1265.73,136.684,0.722556,0.007459087,
43266,Information Technology,1262.42,357.996,-0.2615092,0.006958392,
43265,Information Technology,1268.1,151.917,0.4499295,0.005030631,
43264,Information Technology,1260.43,149.156,-0.6048419,0.00745836,
43263,Information Technology,1263.31,119.711,0.2284935,0.005892571,
43262,Information Technology,1255.99,117.917,-0.5794302,0.005712883,
43259,Information Technology,1256.13,132.48,0.0111466,0.004176009,
43258,Information Technology,1255.77,143.93,-0.0286595,0.000281471,
43257,Information Technology,1269.56,126.007,1.098131,0.007967612,
43256,Information Technology,1262.82,117.306,-0.5308926,0.011518936,
43255,Information Technology,1257.42,121.834,-0.4276144,0.000730287,
43252,Information Technology,1247.55,146.126,-0.7849406,0.002526678,
43251,Information Technology,1223.45,218.995,-1.9317863,0.008109424,
43250,Information Technology,1223.17,125.834,-0.0228861,0.013497963,
43249,Information Technology,1214.37,137.72,-0.7194421,0.004925395,
43245,Information Technology,1222.42,103.661,0.6628952,0.009774601,
43244,Information Technology,1222.43,121.029,0.000818049,0.004681592,
43243,Information Technology,1223.92,128.7,0.1218884,0.000856096,
43242,Information Technology,1213.53,119.906,-0.8489117,0.006864593,
43241,Information Technology,1216.7,117.43,0.2612214,0.007849826,
43238,Information Technology,1206.58,133.121,-0.831758,0.007728532,
43237,Information Technology,1212.09,111.834,0.4566626,0.00911051,
43236,Information Technology,1218.08,118.781,0.4941877,0.000265342,
43235,Information Technology,1213.52,131.276,-0.3743596,0.006141557,
43234,Information Technology,1225.28,127.187,0.9690817,0.009499565,
43231,Information Technology,1225.49,137.286,0.0171389,0.006731252,
43230,Information Technology,1229.46,113.788,0.3239521,0.002169496,
43229,Information Technology,1213.88,118.902,-1.267223,0.011251307,
43228,Information Technology,1197.43,115.3,-1.3551587,0.000621799,
43227,Information Technology,1193.98,121.018,-0.2881171,0.007545124,
43224,Information Technology,1184.62,122.899,-0.7839327,0.003505946,
43223,Information Technology,1161.72,139.796,-1.9331094,0.008125906,
43222,Information Technology,1158.36,138.659,-0.2892263,0.011624008,
43221,Information Technology,1158.7,122.539,0.0293518,0.002252688,
43220,Information Technology,1141.98,148.157,-1.4429965,0.010411075,
43217,Information Technology,1147.79,141.407,0.5087655,0.013801041,
43216,Information Technology,1151.48,171.339,0.3214874,0.001324256,
43215,Information Technology,1125.92,137.566,-2.219752,0.017969276,
43214,Information Technology,1127.26,154.659,0.1190138,0.016537571,
43213,Information Technology,1150.12,122.222,2.0279261,0.013498049,
43210,Information Technology,1154.71,153.742,0.3990888,0.011517619,
43209,Information Technology,1172.42,124.258,1.5337184,0.008023043,
43208,Information Technology,1185.86,112.903,1.1463469,0.002739131,
43207,Information Technology,1188.64,111.093,0.234429,0.006448233,
43206,Information Technology,1165.22,101.594,-1.970319,0.015589923,
43203,Information Technology,1157.09,108.006,-0.6977223,0.008998618,
43202,Information Technology,1160.89,118.135,0.3284101,0.007255852,
43201,Information Technology,1146.16,107.449,-1.2688541,0.011294363,
43200,Information Technology,1152.03,148.011,0.5121449,0.012593564,
43199,Information Technology,1124.12,135.632,-2.42268,0.020752346,
